
# This file can be used as a template for user-created/modified analysis inputs in the context of this particular model for these particular command-line arguments.
# The row after next MUST remain in the file in order for it to be parsable by the CSV reader. They indicate the following:
cell-total, time-start, time-col, cell-start, cell-end, specie-option,
100,0,0,0,100,1,1,

specie1,specie2,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,
90,10,

85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,
85,15,

80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,
80,20,

75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,
75,25,

70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,
70,30,

65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,
65,35,

60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,
60,40,

55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,
55,45,

# Showing cells 0-100 until 9 min
